"Country Name","Country Code","Year","average_value_Access to electricity (% of population)","average_value_Access to electricity, rural (% of rural population)","average_value_Access to electricity, urban (% of urban population)","average_value_Adjusted savings: energy depletion (% of GNI)","average_value_Adjusted savings: energy depletion (current US$)","average_value_Adjusted savings: mineral depletion (% of GNI)","average_value_Adjusted savings: mineral depletion (current US$)","average_value_Adjusted savings: natural resources depletion (% of GNI)","average_value_Alternative and nuclear energy (% of total energy use)","average_value_CO2 emissions from gaseous fuel consumption (% of total)","average_value_CO2 emissions from liquid fuel consumption (kt)","average_value_Combustible renewables and waste (% of total energy)","average_value_Electric power consumption (kWh per capita)","average_value_Electric power transmission and distribution losses (% of output)","average_value_Electricity production from coal sources (% of total)","average_value_Electricity production from hydroelectric sources (% of total)","average_value_Electricity production from natural gas sources (% of total)","average_value_Electricity production from nuclear sources (% of total)","average_value_Electricity production from oil sources (% of total)","average_value_Electricity production from oil, gas and coal sources (% of total)","average_value_Electricity production from renewable sources, excluding hydroelectric (% of total)","average_value_Electricity production from renewable sources, excluding hydroelectric (kWh)","average_value_Energy imports, net (% of energy use)","average_value_Energy intensity level of primary energy (MJ/$2011 PPP GDP)","average_value_Energy related methane emissions (% of total)","average_value_Energy use (kg of oil equivalent per capita)","average_value_Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)","average_value_Firms using banks to finance investment (% of firms)","average_value_Fossil fuel energy consumption (% of total)","average_value_Fuel exports (% of merchandise exports)","average_value_Fuel imports (% of merchandise imports)","average_value_GDP per unit of energy use (PPP $ per kg of oil equivalent)","average_value_GDP per unit of energy use (constant 2017 PPP $ per kg of oil equivalent)","average_value_Investment in energy with private participation (current US$)","average_value_Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","average_value_Mineral rents (% of GDP)","average_value_Natural gas rents (% of GDP)","average_value_Nitrous oxide emissions in energy sector (% of total)","average_value_Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","average_value_Oil rents (% of GDP)","average_value_Ores and metals exports (% of merchandise exports)","average_value_Ores and metals imports (% of merchandise imports)","average_value_Pump price for diesel fuel (US$ per liter)","average_value_Pump price for gasoline (US$ per liter)","average_value_Renewable electricity output (% of total electricity output)","average_value_Renewable energy consumption (% of total final energy consumption)","average_value_Time required to get electricity (days)","average_value_Time to obtain an electrical connection (days)","average_value_Total natural resources rents (% of GDP)","average_value_Value lost due to electrical outages (% of sales for affected firms)"
"Uruguay","URY","1990","","","","0","0","0","0","0.180369313063015","13.6255205665719","0","3744.007","23.6723131213205","1244.5338593606","13.9172487909726","0","94.156367544331","0","0","5.05104782375067","5.05104782375067","0.792584631918324","59000000","48.9741034927435","3.07965096017321","1.31578947368421","723.936984780669","65.4191717498536","","58.6699793394763","","","8.82678344557231","15.2860388361954","","240","0","0","1.05263157894737","70","0","","","","","94.9489521762493","44.8124773202968","","","0.60644469738042",""
"United States","USA","1983","","","","1.87496291438595","67764347162.8626","0.031463244992173","1137135161.53362","1.90642615937812","6.84776519504243","19.7662918767171","1928189.274","3.51664449007886","9742.00571448125","8.44277757815307","55.0405873321791","13.6972446346323","11.9755087707837","12.7110214614706","6.31324927318459","73.3293453761474","0.262388527749649","6426000000","12.7705810086971","","37.1660653021733","7199.11853271284","","","89.4550670754244","4.91038812628473","22.3901787828562","","","","219807.543410113","0.0502390958442077","0.546826952196065","17.4075519364944","60637.605676","1.61905755548571","2.87969206840239","3.8408291622342","","","","","","","2.70796599940649",""
"Uzbekistan","UZB","1970","","","","","4665064.2650914","","0","","","","","","","","","","","","","","","","","","31.8483801606575","","","","","","","","","","5360.33716807994","","","1.41119672875115","93.505486","","","","","","","","","","",""
"South Africa","ZAF","2001","70.2","49.3336300390094","85.7064743041992","1.65833316121914","1953135047.28907","0.597530876578327","703753940.507656","2.4427455548413","2.62380150646657","1.29706113537118","25907.355","8.42342080028867","4302.11822922125","7.80648787306711","93.7470277125276","0.953533839642989","0","5.14908273407214","0.0028822181550922","93.7499099306826","0.147473495602215","307000000","-29.2433641037167","10.4677882943679","15.0998824911868","2461.02647738251","240.710178107559","","85.678084496442","11.723492255329","14.7259999275848","3.2465153826713","4.15437356185729","28400000","5140","0.893653728311115","0.0546414149657971","11.5445440168687","2190","0.100423432568841","22.8319929720272","2.12417740422162","","","1.1010073352452","15.6297998428345","","","4.78587987587959",""
"Zambia","ZMB","1996","17.3","1.80335801462763","44.1","0.00537560281644","182298.569544974","0.0123308278763542","418165.619731063","0.0177064306927942","9.21206603515139","0","1276.116","60.9917629119734","685.565122797851","1.92602930914166","0.237264480111654","99.288206559665","0","0","0.474528960223308","0.711793440334962","0","0","7.40929503215177","12.2889781791307","16.9477911646586","618.687136901027","313.320376419347","","9.6451477638098","3.72686574479687","11.2933007625982","2.47173875174768","3.19162134115913","","2110","0.0154394005541497","0","43.8905180840665","8980","0","78.3539900516249","2.4100535822541","","","99.288206559665","89.6408570391781","","","7.40751243598656",""
"Zimbabwe","ZWE","2006","37.2","9.37075879719893","91.4","0.773002813730285","39663198.7510456","3.87213643246682","198681446.152774","4.6451392461971","5.98582925451186","0","1906.84","61.9021623483855","871.951255629552","15.9769250062704","31.9663907700025","66.5914221218962","0","0","0.150489089541008","32.1168798595435","1.29169801856032","103000000","8.42899448159348","20.0101022456726","16.10337972167","809.985622964295","335.430063821336","","28.5472035371104","42.4295272236349","24.4313920568343","2.08073123979939","2.98124738315836","","1620","4.45014973945099","0","14.3884892086331","800","0","7.03409299664565","2.20357252449803","","","67.8831201404565","78.6602020263672","","","11.4960658563401",""
"Angola","AGO","1982","","","","","123984495.11153","","0","","1.1977335189696","3.70662460567823","2159.863","82.1857168964607","60.315173588745","25","0","87.6388888888889","0","0","12.3611111111111","12.3611111111111","0","0","-129.536934935785","","32.0967885017251","506.058156560543","","","16.6165495845697","","","","","","6153.0506461462","0","0.0059339282025823","0.629104989084999","101.7547689","3.76379877792185","","","","","","","","","5.19167307869559",""
"Albania","ALB","1979","","","","","194073439.780341","","7922464.39999564","","10.2637591614659","9.32817786370227","3777.01","16.5795072246344","1065.76739836628","4.29197080291971","0","78.8321167883212","0","0","21.1678832116788","21.1678832116788","0","0","-50.5439748153341","","37.8123554689804","864.199459705589","","","75.0118130475276","","","","","","825.065596333153","","","3.63852057881298","44.75028467","","","","","","","","","","",""
"Argentina","ARG","1972","","","","0.349736887617687","119608267.650232","0.0134511869577174","4600238.71319716","0.363188074575404","0.378243268463529","13.8412104449687","69353.971","6.3577147747943","925.317034254253","9.8316604757765","2.43025369477594","5.94325456413499","23.1881767169841","0","68.145894254327","93.7643246660871","0.292420769777918","74000000","9.45419844939678","","7.23090376153246","1387.08244115605","","","93.2655509059515","0.322420189254759","3.76729881078164","","","","6399.06059280577","0.0259318087569674","0.0149419527920048","2.22188903743822","727.45402528","0.44389730399401","0.463152579210259","7.88009334268139","","","","","","","0.593006910405269",""
"Austria","AUT","1961","","","","","","","","","8.74810076971722","9.70192197030729","9559.869","6.1645391776292","1882.22371085386","8.2951874304095","17.3759742669801","69.2935791166646","7.92403810466411","0","5.4064085116912","30.7064208833354","0","0","35.3275538858351","","","1554.0349059502","","","86.6094140073205","","","","","","","","","","","","","","","","","","","","",""
"Azerbaijan","AZE","2002","100","100","100","9.56212985309532","559497429.920828","0.0000272739123686","1595.84570681981","9.56215712700769","1.16427653626863","43.6231628638867","11294.36","0.103707329403909","1996.70825200839","20.501577455751","0","10.8015614138281","58.2268327896904","0","30.9716057964815","89.1984385861719","0","0","-70.9619131631921","11.0945328309231","74.2217898832685","1414.52811140548","293.866600527509","3.9","97.3146739728947","88.9208300128298","17.5650585346779","2.99282851239386","3.40290457712763","145200000","15260","0.0002849283215539","3.32697496041394","2.60223048327138","70","22.4266256833515","0.832718306060542","1.6900277803098","0.16","0.37","10.8015614138281","2.35120010375977","","7.3","25.763396247004",""
"Azerbaijan","AZE","1980","","","","","2976295772.80887","","0","","","","","","","","","","","","","","","","","","41.611990642268","","","","","","","","","","3676.52340322099","","","1.9799679903715","47.9379257","","","","","","","","","","",""
"Burundi","BDI","1976","","","","","","0.0174845473163293","76433.7239284424","","","0","84.341","","","","","","","","","","","","","","35.3159932869762","","","","","","8.77162066076274","","","","566.334331548608","0.033348253732398","","9.18679085152267","66.424824835","","0.430789912787662","1.78527864444032","","","","","","","8.01546941246824",""
"Benin","BEN","1967","","","","","","","","","","0","143.013","","","","","","","","","","","","","","","","","","","0.0674847081927923","4.35157233571714","","","","","","","","","","13.7557602337277","1.28681749945427","","","","","","","",""
"Bulgaria","BGR","1977","","","","","27398778.748315","","34110214.1646284","","7.06230953169571","6.54052227639137","37022.032","0.908473137445139","3437.79769230149","9.37394816560081","47.0279367216425","11.8781555031976","0","19.8047795355099","21.2891282396499","68.3170649612925","0","0","74.7645406624899","","10.2668620829898","2954.26673888991","","","90.9242075278629","","","","","","1271.53033525412","","","2.04534483966019","250.257820148","","","","","","","","","","",""
"Belize","BLZ","1994","74.0203857421875","55.8924997801879","94.7624740600586","0","0","0","0","0","","0","374.034","","","","","","","","","","","","","7.37524959196683","0.151285930408472","","","","","0","11.2816966490087","","","37000000","10","0","0","9.09090909090909","10","0","0.157745566100794","0.831118163120568","","","0","34.0809464255979","","","0.527831669884809",""
"Bermuda","BMU","2016","100","100","100","0","0","0","0","","","","612.389","","","","","","","","","","","","","","","","","","","0.188436539399564","8.46085676981923","","","","","0","0","","","0","0.0307067518424352","0.358101882050287","","","","0.462900012731552","","","0",""
"Brunei Darussalam","BRN","2015","100","100","100","12.5505319471897","1704486201.03645","0","0","12.5505319471897","","81.8636287625418","1646.483","","","","0","0","98.9523809523809","","1","99.9523809523809","0.0476190476190476","2000000","","3.65225820025726","","","","","","92.9794935657035","6.06562101415551","","","","9300","0","11.6563752601513","","40","7.70845064847477","0.160154124555056","1.60570934016708","","","0.0476190476190476","0.0148999998345971","56","","19.4188255460772",""
"Cote d'Ivoire","CIV","1964","","","","","","","","","","0","762.736","","","","","","","","","","","","","","","","","","","0.0031676004667605","4.50510558214408","","","","","","","","","","0.960835937547201","0.838196993956768","","","","","","","",""
"Cote d'Ivoire","CIV","1965","","","","","","","","","","0","1173.44","","","","","","","","","","","","","","","","","","","0.0101139761989045","5.57143680021224","","","","","","","","","","1.65440650125466","1.1275592436615","","","","","","","",""
"Cote d'Ivoire","CIV","1986","","","","0.281601597057994","23846475.6290206","0","0","0.281601597057994","2.50487533023187","0","5581.174","67.1117449331542","151.640570517813","16.012896292316","0","64.2127888232133","0","0","35.7872111767867","35.7872111767867","0","0","6.93553352235876","","17.7683186102603","398.04912417141","","","30.3833553630095","","","","","","1545.95210583617","0","0","2.76518791379218","160.28937128","0.350608615020566","","","","","","","","","3.58732939100786",""
"Cote d'Ivoire","CIV","1994","36.5","13.5857437129987","69.7","0.185050213903871","13951728.5700804","0.0522302223778295","3937860.27261206","0.2372804362817","1.56971136560975","0","4136.376","43.7089292990523","146.482405584736","16.2219398559932","0","49.724692926726","0","0","50.275307073274","50.275307073274","0","0","21.7097434644477","5.50559754357446","45.5248169243287","376.645870339191","96.0141264153151","","28.2452570806488","","","5.25573933182101","10.4151340780255","70000000","11190","0.0654345154310242","0","36.9515011547344","1600","0.238057982537579","","","","","49.724692926726","75.6065175045825","","","5.27428200679291",""
"Cameroon","CMR","1985","","","","9.62355911662672","759298814.301848","0.0000728764355407","5749.9507641651","9.62363199306226","4.60702090172595","0","6472.255","75.3789046323702","223.715956796308","7.70176157312577","0","97.8287587054486","0","0","2.17124129455141","2.17124129455141","0","0","-180.045642187325","","27.4858610336877","442.637659786118","","","20.0140744659039","","","","","","3395.82315899005","0.0002500471743436","0","1.86292021208399","139.63557571","10.6754255027404","","","","","","","","","12.8174722353419",""
"Congo, Rep.","COG","1983","","","","12.3614587574489","237762118.830876","0.0095077587066783","182873.631647264","12.3709665161556","2.62923815083594","0.32051282051282","971.755","52.7791358250829","99.4612600968639","41.025641025641","0","99.1452991452991","0","0","0.854700854700855","0.854700854700855","0","0","-673.467913991021","","28.1227454813678","391.068791117955","","","43.968315255564","87.6389747143388","2.30307920282414","","","","1622.50805325294","0.0200854755577598","0.0044740224818986","0.929743489520389","33.388613488","15.7785481196399","0.0854715310508976","1.5789515037581","","","","","","","18.0473669710239",""
"Colombia","COL","1970","","","","0.638096568678004","44828649.8713252","0.0030221590614933","212317.879570827","0.641118727739497","","9.56622773044152","17377.913","","","","","","","","","","","","","","11.0240075109798","","","","","10.0584173055166","1.03927225909546","","","","4070.17381312886","0.0171803197974407","0.0159549307654504","2.51223477466441","377.6358403","0.677149468713729","0.689007050259832","3.57439361647043","","","","","","","1.20519259120151",""
"Colombia","COL","2014","97.790938","89.8921485918582","99.838367","5.22639555140974","19326583581.6471","0.196173211978414","725424997.110736","5.42256876338815","9.20354121922188","28.4190202956652","42397.854","8.92039478156853","1312.1994929878","10.6787807904608","10.1781460826404","70.9061345580579","15.2686454336695","0","0.514897804909358","25.9616893212192","3.13217612072285","2196000000","-274.133160746085","2.34195157699006","","724.070279268057","52.2709808778821","","76.685692626894","65.5730553253181","12.0000564495965","18.3786365531125","19.1310739382574","774600000","16990","0.26465172940943","0.155917376555882","","530","5.28794655440469","0.968201699195117","1.53963079094312","1.04","1.08","74.0383106787808","32.3832015991211","102","","6.36440413454192",""
"Cabo Verde","CPV","1986","","","","0","0","0","0","0.316340227465019","","0","58.672","","","","","","","","","","","","","","1.22849296250676","","","","","","","","","","0.774492331775725","0","0","1.87702984614892","0.581837357","0","","","","","","","","","0.695834672387946",""
"Cayman Islands","CYM","1962","","","","","","","","","","0","11.001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Europe & Central Asia (excluding high income)","ECA","2000","99.8644477332143","99.6794319772823","99.9679659943399","4.60439435236966","","0.130655948996668","","4.779882773258","7.59874218916941","44.5075584952427","602544.548377677","1.58683365478847","3358.66372707116","13.6862745869317","24.4521077965362","19.3668851257816","35.754289739022","15.2950026003499","4.67106414594651","64.8774616815046","0.0237578294098162","363000000","-27.0580719075302","","68.788221536338","2704.62972122244","240.938980236499","","89.5251804054436","35.6196595076258","13.2380270239593","2.2841089034449","4.1504284571074","","717640","0.357213296132307","2.60625087607276","6.73474663908997","10420","6.71507462364005","7.54882977418469","4.67333044268276","0.35","0.55","19.4232417020847","5.53361569477391","","","10.295226403285",""
